Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"CDK5RAP3","CDK5 Regulatory Subunit Associated Protein 3","Protein Coding","Q96JB5","46","GC17P047967","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5RAP3"
"CEP192","Centrosomal Protein 192","Protein Coding","Q8TEP8","46","GC18P023322","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP192"
"CHAD","Chondroadherin","Protein Coding","O15335","46","GC17M050464","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHAD"
"CLMN","Calmin","Protein Coding","Q96JQ2","46","GC14M095181","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLMN"
"CNOT9","CCR4-NOT Transcription Complex Subunit 9","Protein Coding","Q92600","46","GC02P218580","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNOT9"
"CNRIP1","Cannabinoid Receptor Interacting Protein 1","Protein Coding","Q96F85","46","GC02M068284","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNRIP1"
"CORO1C","Coronin 1C","Protein Coding","Q9ULV4","46","GC12M108645","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CORO1C"
"CPNE3","Copine 3","Protein Coding","O75131","46","GC08P086514","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPNE3"
"CPNE4","Copine 4","Protein Coding","Q96A23","46","GC03M131533","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPNE4"
"DCP1B","Decapping MRNA 1B","Protein Coding","Q8IZD4","46","GC12M001941","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCP1B"
"DDT","D-Dopachrome Tautomerase","Protein Coding","P30046","46","GC22M081280","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDT"
"DHRS11","Dehydrogenase/Reductase 11","Protein Coding","Q6UWP2","46","GC17P133525","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHRS11"
"DNHD1","Dynein Heavy Chain Domain 1","Protein Coding","Q96M86","46","GC11P006497","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNHD1"
"DTX3L","Deltex E3 Ubiquitin Ligase 3L","Protein Coding","Q8TDB6","46","GC03P122564","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DTX3L"
"EP400","E1A Binding Protein P400","Protein Coding","Q96L91","46","GC12P131949","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EP400"
"ERLEC1","Endoplasmic Reticulum Lectin 1","Protein Coding","Q96DZ1","46","GC02P053786","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERLEC1"
"FAM107B","Family With Sequence Similarity 107 Member B","Protein Coding","Q9H098","46","GC10M014519","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM107B"
"FNDC3B","Fibronectin Type III Domain Containing 3B","Protein Coding","Q53EP0","46","GC03P172039","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNDC3B"
"FNDC5","Fibronectin Type III Domain Containing 5","Protein Coding","Q8NAU1","46","GC01M034065","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNDC5"
"FOXK2","Forkhead Box K2","Protein Coding","Q01167","46","GC17P082519","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXK2"
"GALNT4","Polypeptide N-Acetylgalactosaminyltransferase 4","Protein Coding","Q8N4A0","46","GC12M089520","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT4"
"GSTA2","Glutathione S-Transferase Alpha 2","Protein Coding","P09210","46","GC06M052750","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTA2"
"HCST","Hematopoietic Cell Signal Transducer","Protein Coding","Q9UBK5","46","GC19P132937","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCST"
"HIC2","HIC ZBTB Transcriptional Repressor 2","Protein Coding","Q96JB3","46","GC22P080930","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIC2"
"IGSF8","Immunoglobulin Superfamily Member 8","Protein Coding","Q969P0","46","GC01M165298","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGSF8"
"ILVBL","IlvB Acetolactate Synthase Like","Protein Coding","A1L0T0","46","GC19M100456","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ILVBL"
"IRX3","Iroquois Homeobox 3","Protein Coding","P78415","46","GC16M054283","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRX3"
"ITGB1BP2","Integrin Subunit Beta 1 Binding Protein 2","Protein Coding","Q9UKP3","46","GC0XP071850","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB1BP2"
"KIF26B","Kinesin Family Member 26B","Protein Coding","Q2KJY2","46","GC01P245154","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF26B"
"KIN","Kin17 DNA And RNA Binding Protein","Protein Coding","O60870","46","GC10M007750","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIN"
"KRT76","Keratin 76","Protein Coding","Q01546","46","GC12M052768","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT76"
"MIEN1","Migration And Invasion Enhancer 1","Protein Coding","Q9BRT3","46","GC17M039728","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIEN1"
"MLIP","Muscular LMNA Interacting Protein","Protein Coding","Q5VWP3","46","GC06P053929","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLIP"
"MTPN","Myotrophin","Protein Coding","P58546","46","GC07M135926","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTPN"
"NMNAT3","Nicotinamide Nucleotide Adenylyltransferase 3","Protein Coding","Q96T66","46","GC03M139560","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMNAT3"
"NUDT9","Nudix Hydrolase 9","Protein Coding","Q9BW91","46","GC04P087422","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT9"
"NXF3","Nuclear RNA Export Factor 3","Protein Coding","Q9H4D5","46","GC0XM103075","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NXF3"
"NXPH1","Neurexophilin 1","Protein Coding","P58417","46","GC07P015506","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NXPH1"
"OSBPL3","Oxysterol Binding Protein Like 3","Protein Coding","Q9H4L5","46","GC07M024836","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSBPL3"
"PGLYRP2","Peptidoglycan Recognition Protein 2","Protein Coding","Q96PD5","46","GC19M015468","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGLYRP2"
"PGLYRP4","Peptidoglycan Recognition Protein 4","Protein Coding","Q96LB8","46","GC01M165007","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGLYRP4"
"PGP","Phosphoglycolate Phosphatase","Protein Coding","A6NDG6","46","GC16M026917","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGP"
"PHACTR2","Phosphatase And Actin Regulator 2","Protein Coding","O75167","46","GC06P143536","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHACTR2"
"POM121","POM121 Transmembrane Nucleoporin","Protein Coding","Q96HA1","46","GC07P072879","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POM121"
"PPP2R3B","Protein Phosphatase 2 Regulatory Subunit B''Beta","Protein Coding","Q9Y5P8","46","GC0XM000402","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R3B"
"PSG2","Pregnancy Specific Beta-1-Glycoprotein 2","Protein Coding","P11465","46","GC19M043064","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSG2"
"RALGAPB","Ral GTPase Activating Protein Non-Catalytic Subunit Beta","Protein Coding","Q86X10","46","GC20P038472","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RALGAPB"
"RANBP10","RAN Binding Protein 10","Protein Coding","Q6VN20","46","GC16M067723","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP10"
"RBM22","RNA Binding Motif Protein 22","Protein Coding","Q9NW64","46","GC05M150690","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM22"
"RMND5A","Required For Meiotic Nuclear Division 5 Homolog A","Protein Coding","Q9H871","46","GC02P086933","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RMND5A"
"RNF11","Ring Finger Protein 11","Protein Coding","Q9Y3C5","46","GC01P051236","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF11"
"RPS27L","Ribosomal Protein S27 Like","Protein Coding","Q71UM5","46","GC15M155321","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS27L"
"SHISA5","Shisa Family Member 5","Protein Coding","Q8N114","46","GC03M048468","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHISA5"
"SIT1","Signaling Threshold Regulating Transmembrane Adaptor 1","Protein Coding","Q9Y3P8","46","GC09M035640","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIT1"
"SLBP","Stem-Loop Histone MRNA Binding Protein","Protein Coding","Q14493","46","GC04M001692","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLBP"
"SLC38A5","Solute Carrier Family 38 Member 5","Protein Coding","Q8WUX1","46","GC0XM048458","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC38A5"
"SLITRK4","SLIT And NTRK Like Family Member 4","Protein Coding","Q8IW52","46","GC0XM143622","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLITRK4"
"SMC6","Structural Maintenance Of Chromosomes 6","Protein Coding","Q96SB8","46","GC02M017663","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMC6"
"SRSF5","Serine And Arginine Rich Splicing Factor 5","Protein Coding","Q13243","46","GC14P069727","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF5"
"STXBP6","Syntaxin Binding Protein 6","Protein Coding","Q8NFX7","46","GC14M027991","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STXBP6"
"STYX","Serine/Threonine/Tyrosine Interacting Protein","Protein Coding","Q8WUJ0","46","GC14P052730","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STYX"
"TDRD1","Tudor Domain Containing 1","Protein Coding","Q9BXT4","46","GC10P116939","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDRD1"
"TEX101","Testis Expressed 101","Protein Coding","Q9BY14","46","GC19P043388","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX101"
"TGDS","TDP-Glucose 4,6-Dehydratase","Protein Coding","O95455","46","GC13M094574","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGDS"
"TINAGL1","Tubulointerstitial Nephritis Antigen Like 1","Protein Coding","Q9GZM7","46","GC01P031576","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TINAGL1"
"TPSB2","Tryptase Beta 2","Protein Coding","P20231","46","GC16M001227","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPSB2"
"TRIM26","Tripartite Motif Containing 26","Protein Coding","Q12899","46","GC06M030184","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM26"
"TRIM41","Tripartite Motif Containing 41","Protein Coding","Q8WV44","46","GC05P181222","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM41"
"TRIM72","Tripartite Motif Containing 72","Protein Coding","Q6ZMU5","46","GC16P105013","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM72"
"UCN3","Urocortin 3","Protein Coding","Q969E3","46","GC10P005364","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCN3"
"UNC119B","Unc-119 Lipid Binding Chaperone B","Protein Coding","A6NIH7","46","GC12P120710","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC119B"
"UPK1B","Uroplakin 1B","Protein Coding","O75841","46","GC03P119173","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UPK1B"
"URI1","URI1 Prefoldin Like Chaperone","Protein Coding","O94763","46","GC19P029923","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=URI1"
"UST","Uronyl 2-Sulfotransferase","Protein Coding","Q9Y2C2","46","GC06P148747","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UST"
"UTP4","UTP4 Small Subunit Processome Component","Protein Coding","Q969X6","46","GC16P106012","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTP4"
"VGLL3","Vestigial Like Family Member 3","Protein Coding","A8MV65","46","GC03M086876","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VGLL3"
"ZNF703","Zinc Finger Protein 703","Protein Coding","Q9H7S9","46","GC08P037695","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF703"
"ZNHIT6","Zinc Finger HIT-Type Containing 6","Protein Coding","Q9NWK9","46","GC01M085649","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNHIT6"
"ZNRF3","Zinc And Ring Finger 3","Protein Coding","Q9ULT6","46","GC22P028883","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNRF3"
"ZWINT","ZW10 Interacting Kinetochore Protein","Protein Coding","O95229","46","GC10M056357","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZWINT"
"AASDHPPT","Aminoadipate-Semialdehyde Dehydrogenase-Phosphopantetheinyl Transferase","Protein Coding","Q9NRN7","45","GC11P106075","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AASDHPPT"
"AMOTL1","Angiomotin Like 1","Protein Coding","Q8IY63","45","GC11P099918","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMOTL1"
"ARID3A","AT-Rich Interaction Domain 3A","Protein Coding","Q99856","45","GC19P131809","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARID3A"
"ASAP2","ArfGAP With SH3 Domain, Ankyrin Repeat And PH Domain 2","Protein Coding","O43150","45","GC02P009206","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASAP2"
"ASCL2","Achaete-Scute Family BHLH Transcription Factor 2","Protein Coding","Q99929","45","GC11M013313","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASCL2"
"ATG4C","Autophagy Related 4C Cysteine Peptidase","Protein Coding","Q96DT6","45","GC01P062784","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG4C"
"BAALC","BAALC Binder Of MAP3K1 And KLF4","Protein Coding","Q8WXS3","45","GC08P103285","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAALC"
"BARX1","BARX Homeobox 1","Protein Coding","Q9HBU1","45","GC09M093951","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BARX1"
"BICRA","BRD4 Interacting Chromatin Remodeling Complex Associated Protein","Protein Coding","Q9NZM4","45","GC19P133325","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BICRA"
"BOD1L1","Biorientation Of Chromosomes In Cell Division 1 Like 1","Protein Coding","Q8NFC6","45","GC04M013571","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BOD1L1"
"BOP1","BOP1 Ribosomal Biogenesis Factor","Protein Coding","Q14137","45","GC08M144262","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BOP1"
"BUD23","BUD23 RRNA Methyltransferase And Ribosome Maturation Factor","Protein Coding","O43709","45","GC07P090575","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUD23"
"BZW2","Basic Leucine Zipper And W2 Domains 2","Protein Coding","Q9Y6E2","45","GC07P016646","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BZW2"
"CAMSAP2","Calmodulin Regulated Spectrin Associated Protein Family Member 2","Protein Coding","Q08AD1","45","GC01P200739","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMSAP2"
"CBX8","Chromobox 8","Protein Coding","Q9HC52","45","GC17M090502","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX8"
"CCNDBP1","Cyclin D1 Binding Protein 1","Protein Coding","O95273","45","GC15P043185","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNDBP1"
"CEP350","Centrosomal Protein 350","Protein Coding","Q5VT06","45","GC01P179955","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP350"
"CIAO2B","Cytosolic Iron-Sulfur Assembly Component 2B","Protein Coding","Q9Y3D0","45","GC16M067629","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIAO2B"
"CIBAR1","CBY1 Interacting BAR Domain Containing 1","Protein Coding","A1XBS5","45","GC08P093700","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIBAR1"
"CINP","Cyclin Dependent Kinase 2 Interacting Protein","Protein Coding","Q9BW66","45","GC14M122135","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CINP"
"CLUL1","Clusterin Like 1","Protein Coding","Q15846","45","GC18P000615","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLUL1"
"CMYA5","Cardiomyopathy Associated 5","Protein Coding","Q8N3K9","45","GC05P079689","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMYA5"
"CNPY2","Canopy FGF Signaling Regulator 2","Protein Coding","Q9Y2B0","45","GC12M056309","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNPY2"
"COBLL1","Cordon-Bleu WH2 Repeat Protein Like 1","Protein Coding","Q53SF7","45","GC02M164654","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COBLL1"
"CRIP1","Cysteine Rich Protein 1","Protein Coding","P50238","45","GC14P105486","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRIP1"
"CUTA","CutA Divalent Cation Tolerance Homolog","Protein Coding","O60888","45","GC06M100416","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUTA"
"CYP4F12","Cytochrome P450 Family 4 Subfamily F Member 12","Protein Coding","Q9HCS2","45","GC19P132561","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP4F12"
"DALRD3","DALR Anticodon Binding Domain Containing 3","Protein Coding","Q5D0E6","45","GC03M049015","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DALRD3"
"DCAF13","DDB1 And CUL4 Associated Factor 13","Protein Coding","Q9NV06","45","GC08P103414","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCAF13"
"DCTN6","Dynactin Subunit 6","Protein Coding","O00399","45","GC08P031756","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCTN6"
"DHRS7B","Dehydrogenase/Reductase 7B","Protein Coding","Q6IAN0","45","GC17P133124","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHRS7B"
"DKKL1","Dickkopf Like Acrosomal Protein 1","Protein Coding","Q9UK85","45","GC19P049360","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DKKL1"
"DNAJB5","DnaJ Heat Shock Protein Family (Hsp40) Member B5","Protein Coding","O75953","45","GC09P060051","0.0942853987216949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB5"
